feature_name,feature_class,prim_lat_dec,prim_long_dec
Independence,Populated Place,38.3490803,-120.5135368
Independence Creek,Stream,39.5021275,-120.2607591
Independence Gulch,Valley,38.3655271,-120.5321774
Indian Creek,Stream,37.8835369,-120.1529648
Indian Gulch,Valley,37.4404165,-120.174106
Indian Painting Spring,Spring,36.505997,-119.063945
Indian Peak,Summit,37.392714,-119.8122842
Indian Peak,Summit,37.6913817,-118.3132414
Indian Spring,Spring,36.5159297,-119.0762393
Indian Spring,Spring,38.1642009,-120.1738526
Indian Spring,Spring,38.7107403,-119.5868366
Ingalsbe Slough,Stream,37.47077,-120.5860303
Irish Gulch,Valley,38.645251,-120.5447925
Iron Canyon,Valley,37.9444678,-120.5348867
Iron Lakes,Lake,37.490728,-119.496831
Iron Mountain,Summit,37.1857742,-119.9610905
Iron Mountain,Summit,37.4813741,-119.4894893
Iron Mountain,Summit,38.7036403,-120.3559079
Island Lake,Lake,37.1510843,-119.0620213
Italian Creek,Stream,37.4152181,-119.8632207
Jack Nelson Creek,Stream,38.2940822,-120.5574275
Jackass Lakes,Lake,37.5269678,-119.3549481
Jackass Rock,Summit,37.4328579,-119.3017004
Jacks Peak,Summit,38.8903078,-120.1539776
Mount Jackson,Summit,38.3251233,-119.2668101
Jelmini Basin,Basin,38.4715785,-120.1060223
Jelmini Creek,Stream,38.4963003,-120.1218563
Mount Jepson,Summit,37.0888496,-118.4952691
Jerrett Creek,Stream,39.0124062,-120.3496393
Jerrett Peak,Summit,39.0311065,-120.3314633
Jerry Lake,Lake,39.3659935,-120.4565459
Jesse Morrow Mountain,Summit,36.7359182,-119.407782
Joaquin Gulch,Valley,38.1818238,-120.5252936
Jobs Peak,Summit,38.8578734,-119.8613833
Joes Spring,Spring,39.0463286,-120.3737
Johnnie Gulch,Valley,38.033551,-120.1839444
Johnson Creek,Stream,37.6999313,-120.5007528
Jones Canyon,Valley,38.5380204,-119.6568938
Jones Valley,Basin,39.4760138,-120.4593751
Jones Valley,Valley,39.3373252,-120.4641024
Jorgensen Point,Summit,36.7033992,-119.1401438
Josephine Lake,Lake,36.6618002,-118.5505889
Junction Creek,Stream,38.3571371,-119.4471091
Junction Lake,Lake,37.494879,-119.4970241
Junction Reservoir,Reservoir,38.3361784,-119.4776403
KT-22,Summit,39.1829236,-120.2415521
Kanaka Creek,Stream,37.844372,-120.3574154
Kelly Lake,Lake,39.3096114,-120.5785023
Kendrick Peak,Summit,38.1246605,-119.6389215
Kennedy Canyon,Valley,36.9352887,-118.670188
Kennedy Creek,Stream,36.9349393,-118.6698246
Kennedy Lake,Lake,38.2607253,-119.6532791
Kennedy Mountain,Summit,36.8791156,-118.6681862
Kennedy Pass,Gap,36.8760509,-118.6606569
Kennedy Pond,Lake,36.5900436,-119.7157694
Kettle Peak,Summit,38.1229446,-119.4285903
Keys Mountain,Summit,36.9506959,-119.4844671
Kid Mountain,Summit,37.1018392,-118.4283272
Kidd Lake,Reservoir,39.3097937,-120.4278109
Kilborn Lake,Lake,39.3176743,-120.4156556
Kingvale,Populated Place,39.3210149,-120.4288153
Kirkwood Creek,Stream,38.1818617,-119.5321126
Kirkwood Lake,Lake,38.1557687,-119.5088793
Kirkwood Spring,Spring,38.13216,-118.979831
Klondike Lake,Lake,37.2073361,-118.3043016
Knob Hill,Summit,37.3536114,-119.9710523
Koenig Lake,Lake,38.2816077,-119.62829
Kuna Lake,Lake,37.851522,-119.2524895
La Vina,Populated Place,36.8805022,-120.1104401
La Grange,Populated Place,37.6635433,-120.4635289
La Grange Reservoir,Reservoir,37.6803634,-120.4324676
Lacey Valley,Valley,39.4811685,-120.4136038
Lacy Hill,Summit,37.3475786,-119.9464371
Laddies Cove,Basin,39.0860175,-120.2949168
Ladybug Peak,Summit,39.4856373,-120.0453344
Lake Valley,Valley,38.9414464,-120.0009752
Lakeview Spring,Spring,38.3593694,-119.1429787
Larson Canyon,Valley,38.8059302,-119.8081391
Latopie Lake,Lake,38.2885412,-119.6375951
Lawrence Lake,Lake,38.9090136,-120.2256282
Leek Spring Hill,Summit,38.6292485,-120.277081
Leland Creek,Stream,38.2388046,-120.0001843
Leland Gulch,Valley,37.308613,-119.8190056
Leland Lakes,Lake,38.9357733,-120.2184288
Leland Reservoir,Reservoir,38.2327543,-119.9795037
Lemon Canyon,Valley,39.5800986,-120.3023873
Leviathan Peak,Summit,38.6837377,-119.6119749
Lewis Creek,Stream,36.8002277,-119.4356831
Lewis Lake,Lake,36.8799315,-118.6769696
Mount Lewis,Summit,38.0354728,-120.1621606
Lexington Canyon,Valley,38.6652212,-119.6921985
Light Canyon,Valley,38.725019,-120.3388543
Lightner Peak,Summit,37.9451063,-120.5879681
Lillian Lake,Lake,37.5628804,-119.3647446
Lily Lake,Lake,38.1596754,-119.9669233
Lily Pond,Lake,39.3657918,-120.4311712
Little Alkali Lake,Lake,37.6668249,-118.7911701
Little Boulder Creek,Stream,36.765222,-118.799547
Little Butte,Summit,38.6653621,-120.5519827
Little Chief,Summit,39.2451457,-120.2023837
Little Doris Lake,Lake,37.1276983,-119.0646948
Little Dry Creek,Stream,36.9235598,-119.320402
Little Duncan Canyon,Valley,39.1415724,-120.4715338
Little Fryingpan Canyon,Valley,38.4108867,-119.1827268
Little Hot Creek,Stream,37.6896547,-118.8126318
Little Long Valley,Basin,38.3304721,-119.3779392
Little Mill Creek,Stream,38.4626876,-120.5060361
Little Otter Lake,Lake,38.0804101,-119.6562559
Little Powderhorn Creek,Stream,39.0999063,-120.3024175
Little Rancheria Creek,Stream,36.9560562,-118.9606659
Little Seeley Spring,Spring,37.0172826,-118.224642
Little Shuteye Pass,Gap,37.3785539,-119.4362469
Little Shuteye Peak,Summit,37.3945399,-119.4705345
Little Spanish Lake,Lake,36.9285553,-118.9101085
Little Table Mountain,Summit,37.008833,-119.7668025
Little Tehipte Valley,Basin,36.8874425,-118.7984376
Little Teton Creek,Stream,38.3801893,-119.8296236
Little Twin Gulch,Valley,37.6787051,-120.4280089
Live Oak Gulch,Valley,36.5924591,-118.9143086
Live Oak Pass,Gap,36.5693918,-118.952048
Llewellyn Falls,Falls,38.4601847,-119.6049017
Lockwood Creek,Stream,36.8352222,-118.8723282
Log Cabin Creek,Stream,38.2585301,-119.2987689
Logan Spring,Spring,38.3136431,-119.1356857
Lake Lois,Lake,38.9163651,-120.2004019
Lone Star,Populated Place,36.7005057,-119.6812492
Long Barn,Populated Place,38.0929762,-120.1343539
Long Canyon,Valley,37.9220703,-120.546764
Long Canyon,Valley,38.2428396,-119.5437764
Long Canyon,Valley,38.2112262,-120.274434
Long Creek,Stream,36.5505052,-119.2262246
Long Gulch,Valley,37.9409858,-120.4904495
Long Hollow,Valley,37.1634159,-119.771281
Long John Canyon,Valley,36.6359622,-118.0004105
Long Lake,Lake,39.0381774,-120.266555
Long Lake,Lake,39.2927173,-120.4323806
Lang Pond,Lake,36.5440697,-119.6381591
Long Valley,Valley,38.2989666,-119.8326271
Long Valley,Valley,38.4904906,-119.6083473
Long Valley,Valley,39.2508672,-120.4163963
Long Valley,Valley,36.6081474,-119.1921985
Long Valley Creek,Stream,38.2988019,-119.832401
Long Valley Creek,Stream,38.3038069,-119.3087693
Long Valley Ponds,Lake,38.3003515,-119.4178378
Lookout Mountain,Summit,37.407367,-119.9412424
Lookout Mountain,Summit,39.2622351,-120.1459283
Lost Cannon Peak,Summit,38.405623,-119.5488329
Lost Canyon,Valley,36.9394655,-118.7199981
Lost Lake,Lake,36.965989,-119.7368784
Lost Lake,Lake,37.2028516,-118.9457438
Lost Lake,Lake,37.4951021,-119.4619803
Lost Lake,Lake,38.4078121,-119.9375837
Lost Lake,Lake,38.8603995,-120.0974958
Lost Lake,Lake,38.9081838,-120.2348359
Loucks Creek,Stream,37.9240925,-120.5999248
Lower Castle Creek,Stream,39.3340708,-120.4018703
Lower Dominici Creek,Stream,37.6515992,-120.4949187
Lower Fish Valley,Valley,38.4786794,-119.6109638
Lower Lola Montez Lake,Lake,39.3487293,-120.4242542
Lower Long Lake,Lake,38.2259076,-119.5695335
Lower Merced Pass Lake,Lake,37.6261229,-119.4492611
Lower Ottoway Lake,Lake,37.6432297,-119.4188505
Lower Rancheria Creek,Stream,36.8821698,-119.1759509
Lower Velma Lake,Lake,38.9387572,-120.1411071
Lower Yosemite Fall,Falls,37.751314,-119.5965547
Lucas Gulch,Valley,37.6939246,-120.3798283
Lucy Runyon Canyon,Valley,36.5711551,-119.0237568
Lucys Foot Pass,Gap,36.6966393,-118.4230881
Lukens Lake,Lake,37.8598589,-119.6161144
Lundy Pass,Gap,37.9918677,-119.2873786
Luther Creek,Stream,38.8715731,-119.8015667
Lyons Creek,Stream,38.0963097,-120.1618547
Lyons Reservoir,Reservoir,38.0973256,-120.1652152
Madera Equalization Reservoir,Reservoir,37.0669232,-119.9350462
Madera Lake,Reservoir,37.0225629,-119.9906401
Madera Lakes,Lake,37.5423263,-119.3621166
Mahan Lake,Lake,38.0547543,-119.6692894
Maiden Valley,Valley,39.5509538,-120.4403954
Maltby Lake,Lake,38.1191438,-119.4242366
Mankins Spring,Spring,36.6003888,-119.1648418
Marble Canyon,Valley,36.5467392,-119.0107234
Marble Canyon,Valley,37.2908466,-118.2348509
Marble Mountain,Summit,38.0252191,-120.1286795
Margaret Lakes,Lake,37.4583091,-119.0510669
Lake Margaret,Lake,38.7236685,-120.0869363
Mariane Gulch,Valley,38.0863036,-120.416784
Marshall Canyon,Valley,38.4949719,-119.8932221
Martin Creek,Stream,38.7051868,-120.2160238
Martin Pond,Lake,36.5664079,-119.7031601
Masonic Mountain,Summit,38.3435232,-119.1282993
Mather Pass,Gap,37.031879,-118.4601019
Matthes Lake,Lake,37.8105062,-119.3982342
Mattie Lake,Lake,37.9337803,-119.4396143
Maude Lake,Lake,38.8900208,-120.2109096
Maul Lake,Lake,37.9532607,-119.2872438
May Lake,Lake,37.847463,-119.4930956
McClure Spring,Spring,36.5235979,-119.0457348
McConnell Lake,Lake,38.9441939,-120.2270349
McConnell Peak,Summit,38.946444,-120.2420326
McCormick Creek,Stream,38.1826971,-120.3268617
McCormick Pocket,Basin,38.2593583,-119.8462901
McDonald Creek,Stream,37.6524325,-120.4588065
McGee Canyon,Valley,37.17706,-118.7217741
McGee Lake,Lake,37.1469822,-118.7157884
McKinstry Lake,Lake,39.0416585,-120.3312009
McKinstry Peak,Summit,39.0521563,-120.3466574
McMillan Lake,Lake,38.240009,-119.4364878
McMillan Spring,Spring,38.3353004,-119.1453418
McMurry Spring,Spring,37.174018,-118.1796267
McNulty Spring,Spring,37.6845932,-120.4063726
McSwain Meadows,Lake,37.8553788,-119.6363248
Meadow Lake,Reservoir,39.412784,-120.495038
Meadow Lake Hill,Summit,39.4150427,-120.4817969
Meiss Lake,Lake,38.7356157,-120.0128929
Mendota Pool,Reservoir,36.7838283,-120.3714015
Merced Lake,Lake,37.738275,-119.4132319
Merced Pass,Gap,37.6160444,-119.4434811
Merk Canyon,Valley,38.7678439,-119.8424096
Metcalf Gap,Gap,37.4049409,-119.7668263
Mexican Gulch,Valley,38.2583662,-120.5740905
Michie Peak,Summit,38.1237587,-119.6560957
Middle Branigan Lake,Lake,38.0321317,-119.678249
Middle Butte,Summit,38.6708504,-120.5553793
Middle Canyon,Valley,37.7099046,-118.3704575
Middle Fork Bishop Creek,Stream,37.2657649,-118.5781688
Middle Mountain,Summit,38.9565576,-120.1814067
Middle Velma Lake,Lake,38.9365332,-120.1502384
Midge Lake,Lake,37.4830522,-119.0122002
Midway Mountain,Summit,36.6433251,-118.48371
Mildred Lake,Lake,37.8206087,-119.4415085
Milestone Bowl,Basin,36.6213264,-118.4859278
Milestone Creek,Stream,36.6404922,-118.431761
Milestone Mountain,Summit,36.6344742,-118.4845322
Milk Ranch Canyon,Valley,38.2187241,-119.0093367
Mill Canyon,Valley,37.434019,-118.0890605
Mill Creek,Stream,38.181586,-120.3390845
Mill Flat Creek,Stream,36.8566138,-119.0981698
Mill Gulch,Valley,37.6638553,-120.4488044
Miller Creek,Stream,39.0268514,-120.2529693
Miller Lake,Lake,37.9922292,-119.4193102
Mills Spring,Spring,39.3948378,-120.076298
Millys Foot Pass,Gap,36.6858493,-118.4300293
Minarets,Summit,37.6603962,-119.1740398
Mineral Springs,Spring,39.0122191,-120.3361938
Minkler,Populated Place,36.7238391,-119.458183
Minturn,Populated Place,37.1396661,-120.274343
Misery Creek,Stream,38.4479657,-120.5974283
Mist Falls,Falls,36.8135489,-118.54871
Miwok Lake,Lake,38.0559522,-119.7014447
Moccasin Creek,Stream,37.8396499,-120.3390816
Moccasin Peak,Summit,37.8049298,-120.3281718
Moccasin Reservoir,Reservoir,37.8103059,-120.3029898
Mollie Gibson Canyon,Valley,37.3160731,-118.1536674
Monitor Pass,Gap,38.6754627,-119.6204491
Montenegro Spring,Spring,37.294957,-118.1957798
Montgomery Creek,Stream,37.7957657,-118.4742865
Monument Peak,Summit,38.9228302,-119.8976229
Moody Gap,Gap,38.2449178,-120.2332482
Moore Hill,Summit,37.3907689,-119.9873803
Moraine Creek,Stream,36.7313289,-118.6064873
Morgan Canyon,Valley,36.5594201,-119.1105038
Morgan Gulch,Valley,37.664898,-120.4441529
Morton Gulch,Valley,37.6688043,-120.4747931
Mosquito Gulch,Valley,38.3746697,-120.5731123
Mosquito Pass,Gap,38.8774077,-120.1607433
Mossy Pond,Lake,39.3784493,-120.4702039
Mount Shinn Lake,Lake,37.2063373,-118.9245502
Mountain Pass Creek,Stream,37.869927,-120.539644
Mountain Ranch,Populated Place,38.2282509,-120.5407599
Mountain Top,Summit,37.9618643,-120.5740774
Mud Creek,Stream,36.7674504,-119.5223533
Mud Lake,Lake,38.4261124,-119.9677258
Mud Lake,Lake,38.4367565,-120.0202715
Mud Lake,Lake,39.0193511,-120.2714122
Mud Lake,Lake,39.0515935,-120.2575858
Mud Lakes,Lake,39.0195107,-120.2839433
Mud Springs Canyon,Valley,38.2719158,-119.4280984
Mule Spring,Spring,37.1060498,-118.2014854
Murphy Flat,Lake,38.3620095,-119.2609383
Murphy Spring,Spring,38.1907418,-119.0559285
Murray Canyon,Valley,38.4975969,-119.6857893
Murry Gulch,Valley,36.6215955,-119.0357508
Mystic Canyon,Valley,39.4330961,-120.0269824
Nancy Lake,Lake,39.289285,-120.4618073
Navelencia,Populated Place,36.6832831,-119.385679
Ned Gulch,Valley,37.6998886,-120.2605666
Negro Creek,Stream,36.580505,-119.2420592
Negro Jack Gulch,Valley,37.8877708,-120.567541
New York Hill,Summit,38.357412,-119.1254141
North Branch Willow Creek,Stream,37.252446,-119.8726597
North Canyon,Valley,38.65429,-120.5089712
North Creek,Stream,38.7126854,-120.3326949
North Creek,Stream,39.3943476,-120.4560399
North Fork Birch Creek,Stream,37.3882636,-118.0914866
North Fork Hughes Creek,Stream,36.874116,-119.3781817
North Fork Sycamore Creek,Stream,37.0091153,-119.3287369
North Guard,Summit,36.7165267,-118.4900379
North Guard Lake,Lake,36.74295,-118.4762772
North Tragedy Creek,Stream,38.6946312,-120.2004678
Nutmeg Creek,Stream,36.9580035,-119.2303985
O'Harrel Canyon Creek,Stream,37.7057654,-118.7748529
O'Neil Reservoir,Reservoir,37.9695192,-120.4376632
Odell Lake,Lake,37.9954229,-119.2877133
Oiyer Spring,Spring,38.6957273,-120.351142
Old Bretz Mill,Populated Place,37.0816142,-119.2987359
Old Gulch,Valley,38.1576458,-120.5921746
Oleander,Populated Place,36.6343943,-119.7548622
Oneida Lake,Lake,37.9946418,-119.2507671
Onion Valley,Valley,39.5185621,-120.2858071
Orosi,Populated Place,36.5449499,-119.2873384
Ora Spring,Spring,38.7309541,-120.3313274
Osborn Hill,Summit,38.474906,-120.0193396
Oso Spring,Spring,38.726869,-120.28701
Otter Lake,Lake,38.0883734,-119.655306
Owens Mountain,Summit,36.9299277,-119.641539
Owenyo,Populated Place,36.6782657,-118.0442548
Owl Creek,Stream,37.4657718,-119.8751677
Owl Mountain,Summit,36.8813181,-119.2613279
Page Mountain,Summit,37.8895522,-120.3796694
Painted Rock,Summit,39.2136691,-120.1801419
Palisade Creek,Stream,39.2437932,-120.4199244
Palisade Lake,Lake,39.2987852,-120.4144455
Palisade Lakes,Lake,37.0526149,-118.4751409
Paradise Valley,Valley,39.3990216,-120.3817429
Paramae Gulch,Valley,38.2970982,-120.5569362
Patterson Canyon,Valley,38.2964897,-119.3095612
Peaslee Creek,Stream,37.6260441,-120.525475
Pecan Spring,Spring,37.1602251,-119.8198769
Peep Sight Peak,Summit,38.4971266,-119.8517925
Peninsula Lake,Lake,38.0999251,-119.6899027
Peñon Blanco Peak,Summit,37.7321472,-120.2611802
Peoria Basin,Basin,37.9232591,-120.52131
Peoria Creek,Stream,37.9249258,-120.5365885
Peoria Pass,Gap,37.8954821,-120.5040869
Peppermint Creek,Stream,37.9563139,-120.4235285
Petes Pond,Reservoir,37.412522,-120.207489
Phipps Creek,Stream,38.9646297,-120.2032446
Phipps Lake,Lake,38.9610352,-120.1464143
Phipps Pass,Gap,38.9601855,-120.1418535
Phipps Peak,Summit,38.954391,-120.1496818
Phoenix Reservoir,Reservoir,38.000136,-120.325035
Pierce Creek,Stream,36.60328,-118.9164922
Pigeon Gulch,Valley,38.0253057,-120.3811372
Pilot Peak,Summit,37.7626655,-119.9359493
Pincushion Mountain,Summit,37.0314531,-119.6445964
Pincushion Peak,Summit,37.4722715,-119.1085813
Pine Creek,Stream,37.4399312,-118.5715084
Pine Valley,Valley,38.1564693,-119.896447
Pinecrest Peak,Summit,38.2246324,-119.927391
Piney Creek,Stream,37.6902092,-120.3185247
Pinto Lakes,Lake,38.2070178,-119.754322
Pioneer,Populated Place,38.4318551,-120.5718719
Piute Lake,Lake,38.1620521,-119.811053
Piute Pass,Gap,38.2410277,-119.510723
Mount Pluto,Summit,39.2415182,-120.1399473
Pocket Lake,Lake,37.4819252,-119.0180053
Poison Canyon,Valley,38.476417,-120.0291616
Poison Creek,Stream,38.5126872,-119.6540624
Poison Lake,Lake,38.4811922,-119.6534426
Polly Dome Lakes,Lake,37.8635349,-119.451272
Potato Peak,Summit,38.2345845,-119.086822
Powderhorn Creek,Stream,39.1085174,-120.2907506
Powell Lake,Lake,38.2040649,-119.8579857
Prather Pond,Lake,36.5512421,-119.7483544
Priest Reservoir,Reservoir,37.8029695,-120.2672327
Providence Creek,Stream,37.0382808,-119.2434553
Puny Dip Canyon,Valley,39.4437436,-120.0082786
Quaking Asp Canyon,Valley,38.4682272,-119.2337198
Quartz Mountain,Summit,37.4757368,-120.2219747
Quartz Mountain,Summit,37.5185443,-119.4479061
Quartz Mountain,Summit,37.9233118,-120.4202262
Rabbit Hill,Summit,37.1364332,-119.9312798
Railroad Canyon,Valley,38.5969896,-119.6646642
Rainbow Lake,Lake,37.4691618,-119.0342035
Rairden Gulch,Valley,37.6306465,-120.5331436
Rancheria Canyon,Valley,36.5629061,-119.0246274
Randolph Hill,Summit,39.5741972,-120.3771357
Raster Gulch,Valley,37.4665957,-120.112931
Rattlesnake Creek,Stream,36.7854995,-118.7976028
Rattlesnake Creek,Stream,36.9410512,-118.7126031
Rattlesnake Creek,Stream,37.7821511,-120.2588015
Rattlesnake Creek,Stream,36.5860598,-119.1223323
Rattlesnake Gulch,Valley,37.4080122,-120.2277834
Rattlesnake Hill,Summit,38.178071,-120.3596266
Rattlesnake Spring,Spring,36.508187,-119.052444
Rattlesnake Spring,Spring,36.6161103,-119.1656767
Rawls Gulch,Valley,37.1631339,-119.9347729
Rawson Creek,Stream,37.2821514,-118.3798296
Red Can Lake,Lake,38.1433869,-119.7535604
Red Devil Lake,Lake,37.665121,-119.387228
Red Lake,Lake,37.0200497,-118.4037238
Red Mountain,Summit,36.512375,-119.0984851
Red Mountain,Summit,36.8628081,-119.3996875
Red Mountain,Summit,36.960692,-119.4150973
Red Mountain,Summit,37.3600053,-119.8853649
Red Mountain,Summit,37.522705,-118.734836
Red Mountain,Summit,39.0065285,-120.3570609
Red Peak,Summit,38.3816651,-119.7429614
Red Peak,Summit,38.9250907,-120.2212664
Redoak Creek,Stream,36.8791143,-119.1809511
Redwood Creek,Stream,36.8171663,-118.8364935
Redwood Creek,Stream,36.6221685,-118.8942697
Reef Lake,Lake,37.4837577,-119.0200104
Lake Reflection,Lake,36.7009365,-118.4455184
Relief Reservoir,Reservoir,38.2704189,-119.738145
Reymann Lake,Lake,37.8200825,-119.3599344
Rice Canyon,Valley,39.5317583,-120.3048518
Rice Creek,Stream,39.1543494,-120.3965886
Rickey Canyon,Valley,38.607483,-119.4565471
Rickey Peak,Summit,38.2637004,-119.3812193
Ripperdan,Populated Place,36.8513351,-120.055993
Roaring River Falls,Falls,36.7804955,-118.6209327
Robinson Peak,Summit,38.1659487,-119.3864829
Rock Creek,Stream,37.7038204,-118.4165059
Rock Creek,Stream,39.5718509,-120.1582583
Rock Creek Lake,Lake,37.4688757,-119.0801533
Rock Island Pass,Gap,38.0988083,-119.4643319
Rock Lake,Lake,38.4507592,-119.9509199
Rock Spring,Spring,36.5499841,-119.0657883
Rock Spring,Spring,36.8508346,-119.5510025
Rock Springs Canyon,Valley,38.2961114,-119.2165777
Rockbound Pass,Gap,38.9021299,-120.2010225
Rockwell Pond,Basin,36.5791171,-119.647356
Rocky Canyon,Valley,39.4047475,-120.0853849
Rocky Canyon Spring,Spring,39.4002631,-120.0694037
Rocky Gulch,Valley,37.8899347,-120.5706922
Rocky Wash,Stream,39.2657396,-120.2096411
Roger Creek,Stream,37.6832649,-120.3463033
Rogers Creek,Stream,37.9429809,-120.5443666
Rodgers Creek,Stream,36.9310533,-118.8109387
Roosevelt Lake,Lake,37.9707021,-119.3344784
Root Creek,Stream,36.897725,-119.9290436
Rosasco Lake,Lake,38.1410329,-119.8185981
Ross Creek,Stream,36.9246703,-119.243732
Rough and Ready Creek,Stream,37.8754825,-120.3338034
Rough Creek,Stream,38.4346388,-119.0131996
Round Hills,Summit,37.3831663,-120.0980264
Round Mountain,Summit,36.8187312,-119.5102259
Round Mountain,Summit,37.6160379,-118.6426119
Round Mountain,Summit,38.6145003,-119.4517497
Round Valley,Basin,37.419376,-118.5970637
Rubicon Lake,Lake,38.9665833,-120.1341111
Rubicon Peak,Summit,38.9884802,-120.1334436
Rubicon Reservoir,Reservoir,38.9851955,-120.2209591
Ruby Hill Spring,Spring,38.1142588,-120.2364463
Rush Creek,Stream,36.9705035,-119.2345655
Rushing Lake,Reservoir,37.67465,-120.535834
Ruth Hill,Summit,36.7301891,-119.1925119
Lake Ruth,Lake,38.1737421,-119.5756812
Saddle Mountain,Summit,37.4387793,-119.0447656
Saddlebag Lake,Reservoir,37.9736642,-119.2747695
Saint Marys Pass,Gap,38.3479682,-119.654895
Sales Creek,Stream,36.8913391,-119.5415231
Salt Spring,Spring,37.7250927,-120.4694917
Salter Gulch,Valley,37.6422366,-120.5901796
Sand Canyon,Valley,37.3380331,-118.494943
Sand Canyon,Valley,37.5315933,-118.6686828
Sand Lake,Lake,37.4798718,-119.0187844
Sand Ridge Lake,Lake,39.3760625,-120.3888853
Santa Cruz Mountain,Summit,37.4569166,-120.2029999
Sapps Hill,Summit,38.414074,-120.0279507
Sardine Peak,Summit,39.5401622,-120.1877937
